FECHA_ADMINISTRACION,GRUPO_ETARIO,GENERO,VACUNA,TIPO_EFECTOR,DOSIS_1,DOSIS_2,ID_CARGA,DOSIS_3
11SEP2021:00:00:00,61 a 70,F,AstraZeneca,Público,1,23,,0
11SEP2021:00:00:00,61 a 70,F,Sinopharm,Público,0,3,,0
11SEP2021:00:00:00,61 a 70,F,Sputnik,Público,0,53,,0
11SEP2021:00:00:00,61 a 70,M,AstraZeneca,Público,1,27,,0
11SEP2021:00:00:00,61 a 70,M,Sinopharm,Público,0,2,,0
11SEP2021:00:00:00,61 a 70,M,Sputnik,Público,0,44,,0
11SEP2021:00:00:00,71 a 80,F,AstraZeneca,Público,0,7,,0
11SEP2021:00:00:00,71 a 80,F,Sinopharm,Público,0,2,,0
11SEP2021:00:00:00,71 a 80,F,Sputnik,Público,0,23,,0
11SEP2021:00:00:00,71 a 80,M,AstraZeneca,Público,0,5,,0
11SEP2021:00:00:00,71 a 80,M,Sinopharm,Público,0,1,,0
11SEP2021:00:00:00,71 a 80,M,Sputnik,Público,0,21,,0
11SEP2021:00:00:00,81 a 90,F,AstraZeneca,Público,0,1,,0
11SEP2021:00:00:00,81 a 90,F,Sinopharm,Público,0,2,,0
11SEP2021:00:00:00,81 a 90,F,Sputnik,Público,0,12,,0
11SEP2021:00:00:00,81 a 90,M,AstraZeneca,Público,0,1,,0
11SEP2021:00:00:00,81 a 90,M,Sputnik,Público,0,1,,0
11SEP2021:00:00:00,91 o mas,F,AstraZeneca,Público,0,1,,0
11SEP2021:00:00:00,91 o mas,F,Sputnik,Público,0,2,,0
"04DEC2021:00:00:00,91 o mas,M,""vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)"",Público,0,0,,17"
31MAY2021:00:00:00,71 a 80,F,Sinopharm,Público,0,1,,0
22AUG2021:00:00:00,41 a 50,M,AstraZeneca,Público,0,7,,0
28AUG2021:00:00:00,61 a 70,M,Moderna,Público,0,1,,0
08OCT2021:00:00:00,30 o menos,F,Sinopharm,Público,2,1,,0
"29OCT2021:00:00:00,51 a 60,M,""vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)"",Público,1,0,,0"
"10NOV2021:00:00:00,30 o menos,F,""vacuna Coronavirus (CANSINO), vial x 1 dosis"",Público,2,0,,0"
07DEC2021:00:00:00,30 o menos,F,AstraZeneca,Público nacional,1,0,,0
"07DEC2021:00:00:00,30 o menos,M,""vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)"",Público nacional,0,0,,2"
"07DEC2021:00:00:00,31 a 40,F,""vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)"",Público nacional,0,0,,1"
"07DEC2021:00:00:00,41 a 50,F,""vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)"",Público nacional,0,0,,3"
"07DEC2021:00:00:00,41 a 50,M,""vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)"",Público nacional,0,0,,2"
"07DEC2021:00:00:00,51 a 60,F,""vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)"",Público nacional,0,0,,1"
07DEC2021:00:00:00,51 a 60,M,AstraZeneca,Público nacional,1,0,,0
"07DEC2021:00:00:00,61 a 70,F,""vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)"",Público nacional,0,0,,10"
"07DEC2021:00:00:00,61 a 70,M,""vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)"",Público nacional,0,0,,9"
"07DEC2021:00:00:00,71 a 80,F,""vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)"",Público nacional,0,0,,7"
"07DEC2021:00:00:00,71 a 80,M,""vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)"",Público nacional,0,0,,5"
"07DEC2021:00:00:00,81 a 90,F,""vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)"",Público nacional,0,0,,3"
"07DEC2021:00:00:00,81 a 90,M,""vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)"",Público nacional,0,0,,2"
08DEC2021:00:00:00,30 o menos,F,AstraZeneca,Público,57,65,,44
08DEC2021:00:00:00,30 o menos,F,Sinopharm,Público,548,1008,,1
08DEC2021:00:00:00,30 o menos,F,Sputnik,Público,1,105,,0
09JUN2021:00:00:00,31 a 40,M,Sputnik,Público nacional,1,0,,0
25JUN2021:00:00:00,51 a 60,F,Sputnik,Público nacional,0,3,,0
28JUN2021:00:00:00,31 a 40,M,Sputnik,Público nacional,0,1,,0
03JUL2021:00:00:00,31 a 40,M,Sputnik,Privado,1,0,,0
13JUL2021:00:00:00,31 a 40,M,Sinopharm,Privado,1,0,,0
02AUG2021:00:00:00,41 a 50,F,Sinopharm,Privado,0,2,,0
25AUG2021:00:00:00,30 o menos,F,AstraZeneca,Privado,0,1,,0
27AUG2021:00:00:00,30 o menos,F,Sinopharm,Público nacional,0,1,,0
29AUG2021:00:00:00,41 a 50,M,AstraZeneca,Privado,0,1,,0
09SEP2021:00:00:00,30 o menos,F,AstraZeneca,Privado,0,3,,0
09SEP2021:00:00:00,30 o menos,F,AstraZeneca,Público,33,1199,,0
09SEP2021:00:00:00,30 o menos,F,Sinopharm,Público,242,743,,0
09SEP2021:00:00:00,30 o menos,F,Sputnik,Público,430,0,,0
09SEP2021:00:00:00,30 o menos,M,AstraZeneca,Privado,1,5,,0
09SEP2021:00:00:00,30 o menos,M,AstraZeneca,Público,32,1086,,0
09SEP2021:00:00:00,30 o menos,M,Sinopharm,Público,196,732,,0
09SEP2021:00:00:00,30 o menos,M,Sputnik,Público,452,0,,0
09SEP2021:00:00:00,31 a 40,F,AstraZeneca,Privado,1,4,,0
09SEP2021:00:00:00,31 a 40,F,AstraZeneca,Público,23,7690,,1
09SEP2021:00:00:00,31 a 40,F,Sinopharm,Público,168,442,,0
09SEP2021:00:00:00,31 a 40,F,Sputnik,Público,173,0,,0
09SEP2021:00:00:00,31 a 40,M,AstraZeneca,Privado,0,7,,0
09SEP2021:00:00:00,31 a 40,M,AstraZeneca,Público,36,8448,,0
09SEP2021:00:00:00,31 a 40,M,Sinopharm,Público,139,466,,0
09SEP2021:00:00:00,31 a 40,M,Sputnik,Público,191,0,,0
09SEP2021:00:00:00,41 a 50,F,AstraZeneca,Público,15,2000,,0
09SEP2021:00:00:00,41 a 50,F,Sinopharm,Público,68,239,,0
09SEP2021:00:00:00,41 a 50,F,Sputnik,Público,88,0,,0
09SEP2021:00:00:00,41 a 50,M,AstraZeneca,Privado,1,0,,0
09SEP2021:00:00:00,41 a 50,M,AstraZeneca,Público,14,1786,,0
09SEP2021:00:00:00,41 a 50,M,Sinopharm,Público,78,225,,0
09SEP2021:00:00:00,41 a 50,M,Sputnik,Público,111,0,,0
09SEP2021:00:00:00,51 a 60,F,AstraZeneca,Privado,0,8,,0
09SEP2021:00:00:00,51 a 60,F,AstraZeneca,Público,8,1003,,0
09SEP2021:00:00:00,51 a 60,F,Sinopharm,Público,26,85,,0
09SEP2021:00:00:00,51 a 60,F,Sputnik,Público,61,1,,0
09SEP2021:00:00:00,51 a 60,M,AstraZeneca,Privado,0,5,,0
09SEP2021:00:00:00,51 a 60,M,AstraZeneca,Público,11,879,,0
09SEP2021:00:00:00,51 a 60,M,Sinopharm,Público,26,100,,0
09SEP2021:00:00:00,51 a 60,M,Sputnik,Público,50,0,,0
09SEP2021:00:00:00,61 a 70,F,AstraZeneca,Público,4,197,,0
09SEP2021:00:00:00,61 a 70,F,Sinopharm,Público,11,26,,0
09SEP2021:00:00:00,61 a 70,F,Sputnik,Público,27,2,,0
09SEP2021:00:00:00,61 a 70,M,AstraZeneca,Privado,1,1,,0
09SEP2021:00:00:00,61 a 70,M,AstraZeneca,Público,2,165,,0
09SEP2021:00:00:00,61 a 70,M,Sinopharm,Público,6,20,,0
09SEP2021:00:00:00,61 a 70,M,Sputnik,Público,19,1,,0
09SEP2021:00:00:00,71 a 80,F,AstraZeneca,Privado,1,1,,0
09SEP2021:00:00:00,71 a 80,F,AstraZeneca,Público,0,55,,0
09SEP2021:00:00:00,71 a 80,F,Sinopharm,Público,8,20,,0
09SEP2021:00:00:00,71 a 80,F,Sputnik,Público,9,1,,0
09SEP2021:00:00:00,71 a 80,M,AstraZeneca,Privado,0,1,,0
09SEP2021:00:00:00,71 a 80,M,AstraZeneca,Público,2,28,,0
09SEP2021:00:00:00,71 a 80,M,Sinopharm,Público,3,9,,0
09SEP2021:00:00:00,71 a 80,M,Sputnik,Público,3,2,,0
09SEP2021:00:00:00,81 a 90,F,AstraZeneca,Público,0,28,,0
09SEP2021:00:00:00,81 a 90,F,Sinopharm,Público,7,27,,0
09SEP2021:00:00:00,81 a 90,F,Sputnik,Público,3,3,,0
09SEP2021:00:00:00,81 a 90,M,AstraZeneca,Público,0,5,,0
09SEP2021:00:00:00,81 a 90,M,Sinopharm,Público,1,3,,0
09SEP2021:00:00:00,81 a 90,M,Sputnik,Público,4,0,,0
09SEP2021:00:00:00,91 o mas,F,AstraZeneca,Público,0,3,,0
09SEP2021:00:00:00,91 o mas,F,Sinopharm,Público,1,8,,0
09SEP2021:00:00:00,91 o mas,F,Sputnik,Público,0,1,,0
09SEP2021:00:00:00,91 o mas,M,AstraZeneca,Público,1,0,,0
09SEP2021:00:00:00,91 o mas,M,Sinopharm,Público,1,1,,0
16AUG2021:00:00:00,30 o menos,F,Sinopharm,Público,2,1,,0
16AUG2021:00:00:00,30 o menos,M,Sinopharm,Público,1,1,,0
28AUG2021:00:00:00,61 a 70,F,Moderna,Público,0,1,,0
29AUG2021:00:00:00,71 a 80,M,Sinopharm,Público,0,1,,0
07SEP2021:00:00:00,30 o menos,F,Sinopharm,Privado,0,1,,0
13SEP2021:00:00:00,30 o menos,F,AstraZeneca,Público,3,31,,0
13SEP2021:00:00:00,30 o menos,F,Sinopharm,Público,18,40,,0
13SEP2021:00:00:00,30 o menos,F,Sputnik,Público,1,0,,0
"13SEP2021:00:00:00,30 o menos,F,""vacuna Coronavirus (CANSINO), vial x 1 dosis"",Público,4452,0,,0"
13SEP2021:00:00:00,30 o menos,M,AstraZeneca,Público,1,21,,0
13SEP2021:00:00:00,30 o menos,M,Sinopharm,Público,22,31,,0
13SEP2021:00:00:00,30 o menos,M,Sputnik,Público nacional,0,1,,0
"13SEP2021:00:00:00,30 o menos,M,""vacuna Coronavirus (CANSINO), vial x 1 dosis"",Público,4297,0,,0"
13SEP2021:00:00:00,31 a 40,F,AstraZeneca,Público,4,194,,0
13SEP2021:00:00:00,31 a 40,F,Sinopharm,Público,9,22,,0
13SEP2021:00:00:00,31 a 40,F,Sputnik,Público,1,2,,0
"13SEP2021:00:00:00,31 a 40,F,""vacuna Coronavirus (CANSINO), vial x 1 dosis"",Público,2085,1,,0"
13SEP2021:00:00:00,31 a 40,M,AstraZeneca,Público,3,156,,0
13SEP2021:00:00:00,31 a 40,M,Sinopharm,Público,12,22,,0
13SEP2021:00:00:00,31 a 40,M,Sputnik,Público,1,0,,0
"13SEP2021:00:00:00,31 a 40,M,""vacuna Coronavirus (CANSINO), vial x 1 dosis"",Público,2454,0,,0"
13SEP2021:00:00:00,41 a 50,F,AstraZeneca,Público,1,72,,0
14NOV2021:00:00:00,30 o menos,F,AstraZeneca,Público,3,1,,10
14NOV2021:00:00:00,30 o menos,F,Sinopharm,Público,252,1088,,0
14NOV2021:00:00:00,30 o menos,F,Sputnik,Público,5,0,,0
"14NOV2021:00:00:00,30 o menos,F,""vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)"",Público,7,3,,0"
14NOV2021:00:00:00,30 o menos,M,AstraZeneca,Público,2,2,,3
14NOV2021:00:00:00,30 o menos,M,Sinopharm,Público,254,1097,,0
14NOV2021:00:00:00,30 o menos,M,Sputnik,Público,2,4,,0
"14NOV2021:00:00:00,30 o menos,M,""vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)"",Público,10,2,,0"
14NOV2021:00:00:00,31 a 40,F,AstraZeneca,Público,1,3,,7
14NOV2021:00:00:00,31 a 40,F,Sinopharm,Público,1,0,,1
14NOV2021:00:00:00,31 a 40,F,Sputnik,Público,0,2,,0
14NOV2021:00:00:00,31 a 40,M,AstraZeneca,Público,1,0,,8
14NOV2021:00:00:00,31 a 40,M,Sinopharm,Público,0,2,,0
14NOV2021:00:00:00,31 a 40,M,Sputnik,Público,3,1,,0
14NOV2021:00:00:00,41 a 50,F,AstraZeneca,Público,0,2,,21
14NOV2021:00:00:00,41 a 50,F,Sputnik,Público,0,1,,0
14NOV2021:00:00:00,41 a 50,M,AstraZeneca,Público,2,0,,9
14NOV2021:00:00:00,41 a 50,M,Sinopharm,Público,0,1,,0
14NOV2021:00:00:00,41 a 50,M,Sputnik,Público,1,2,,0
14NOV2021:00:00:00,51 a 60,F,AstraZeneca,Público,0,0,,23
14NOV2021:00:00:00,51 a 60,F,Sinopharm,Público,0,0,,1
14NOV2021:00:00:00,51 a 60,M,AstraZeneca,Público,1,1,,10
14NOV2021:00:00:00,51 a 60,M,Sinopharm,Público,0,1,,0
14NOV2021:00:00:00,51 a 60,M,Sputnik,Público,1,1,,0
14NOV2021:00:00:00,61 a 70,F,AstraZeneca,Público,0,1,,6
14NOV2021:00:00:00,61 a 70,M,AstraZeneca,Público,0,0,,8
14NOV2021:00:00:00,71 a 80,F,AstraZeneca,Público,0,0,,4
14NOV2021:00:00:00,71 a 80,M,AstraZeneca,Público,0,0,,2
14NOV2021:00:00:00,81 a 90,F,AstraZeneca,Público,0,0,,2
14NOV2021:00:00:00,81 a 90,M,AstraZeneca,Público,0,0,,2
14NOV2021:00:00:00,91 o mas,F,AstraZeneca,Público,0,0,,3
"25NOV2021:00:00:00,81 a 90,M,""vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)"",Público,0,0,,1"
25NOV2021:00:00:00,91 o mas,F,AstraZeneca,Público,1,0,,1284
25NOV2021:00:00:00,91 o mas,F,Sinopharm,Público,0,2,,8
25NOV2021:00:00:00,91 o mas,F,Sputnik,Público,0,1,,0
25NOV2021:00:00:00,91 o mas,M,AstraZeneca,Público,3,0,,518
25NOV2021:00:00:00,91 o mas,M,Sputnik,Público,0,2,,0
08MAR2021:00:00:00,30 o menos,F,AstraZeneca,Público,1,0,,0
08APR2021:00:00:00,30 o menos,M,Sputnik,Público nacional,1,0,,0
10MAY2021:00:00:00,41 a 50,M,Sputnik,Público,1,0,,0
15MAY2021:00:00:00,31 a 40,F,AstraZeneca,Público,2,0,,0
03JUN2021:00:00:00,51 a 60,M,AstraZeneca,Privado,0,2,,0
07JUL2021:00:00:00,71 a 80,F,Sputnik,Privado,0,1,,0
"16JUL2021:00:00:00,30 o menos,F,""vacuna Coronavirus (CANSINO), vial x 1 dosis"",Público,1,0,,0"
"27JUL2021:00:00:00,51 a 60,F,""vacuna Coronavirus (CANSINO), vial x 1 dosis"",Público,1,0,,0"
07AUG2021:00:00:00,61 a 70,F,AstraZeneca,Público,5,1,,0
23AUG2021:00:00:00,30 o menos,M,Moderna,Privado,1,0,,0
30AUG2021:00:00:00,41 a 50,F,Sputnik,Privado,1,0,,0
"15SEP2021:00:00:00,41 a 50,F,""vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)"",Público,1,1,,0"
16SEP2021:00:00:00,31 a 40,F,Moderna,Público,0,1,,0
24SEP2021:00:00:00,30 o menos,M,Moderna,Privado,0,1,,0
03OCT2021:00:00:00,30 o menos,M,Sinopharm,Público,1,0,,0
03OCT2021:00:00:00,51 a 60,M,AstraZeneca,Público,0,1,,0
17OCT2021:00:00:00,30 o menos,M,AstraZeneca,Público,1,2,,0
23OCT2021:00:00:00,30 o menos,F,Sinopharm,Privado,1,0,,0
"01NOV2021:00:00:00,41 a 50,M,""vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)"",Público,2,0,,0"
06NOV2021:00:00:00,30 o menos,M,Sputnik,Público,1,0,,0
"18NOV2021:00:00:00,41 a 50,F,""vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)"",Público,0,3,,0"
"22NOV2021:00:00:00,41 a 50,M,""vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)"",Público,0,1,,0"
26NOV2021:00:00:00,30 o menos,F,Sinopharm,Privado,0,1,,0
"12DEC2021:00:00:00,41 a 50,M,""vacuna Coronavirus (CANSINO), vial x 1 dosis"",Público,1,0,,0"
24JUL2021:00:00:00,31 a 40,F,AstraZeneca,Privado,0,2,,0
24JUL2021:00:00:00,31 a 40,M,AstraZeneca,Privado,0,1,,0
17AUG2021:00:00:00,61 a 70,M,AstraZeneca,Privado,0,1,,0
"19AUG2021:00:00:00,30 o menos,F,""vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)"",Público,2,0,,0"
28SEP2021:00:00:00,30 o menos,M,AstraZeneca,Privado,0,1,,0
29SEP2021:00:00:00,41 a 50,M,AstraZeneca,Privado,0,1,,0
05OCT2021:00:00:00,51 a 60,M,AstraZeneca,Privado,1,0,,0
11OCT2021:00:00:00,91 o mas,M,Sinopharm,Público,1,0,,0
"19NOV2021:00:00:00,31 a 40,M,""vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)"",Público,0,2,,0"
26NOV2021:00:00:00,51 a 60,M,AstraZeneca,Privado,0,1,,0
27OCT2021:00:00:00,71 a 80,M,Sinopharm,Público,3,4,,0
27OCT2021:00:00:00,71 a 80,M,Sputnik,Público,0,16,,0
"27OCT2021:00:00:00,71 a 80,M,""vacuna Coronavirus (CANSINO), vial x 1 dosis"",Público,1,0,,0"
27OCT2021:00:00:00,81 a 90,F,AstraZeneca,Público,1,3,,0
27OCT2021:00:00:00,81 a 90,F,Sinopharm,Público,6,0,,0
27OCT2021:00:00:00,81 a 90,F,Sputnik,Público,0,7,,0
"27OCT2021:00:00:00,81 a 90,F,""vacuna Coronavirus (CANSINO), vial x 1 dosis"",Público,1,0,,0"
"27OCT2021:00:00:00,81 a 90,F,""vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)"",Público,0,1,,0"
27OCT2021:00:00:00,81 a 90,M,AstraZeneca,Público,1,0,,0
27OCT2021:00:00:00,81 a 90,M,Sinopharm,Público,2,0,,0
27OCT2021:00:00:00,81 a 90,M,Sputnik,Público,0,1,,0
"27OCT2021:00:00:00,81 a 90,M,""vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)"",Público,0,1,,0"
27OCT2021:00:00:00,91 o mas,F,AstraZeneca,Público,1,0,,0
27OCT2021:00:00:00,91 o mas,F,Sinopharm,Público,2,0,,0
05NOV2021:00:00:00,31 a 40,F,AstraZeneca,Público,25,36,,15
05NOV2021:00:00:00,31 a 40,F,AstraZeneca,Público nacional,0,0,,1
05NOV2021:00:00:00,31 a 40,F,Moderna,Público,0,16,,0
05NOV2021:00:00:00,31 a 40,F,Sinopharm,Público,55,82,,0
05NOV2021:00:00:00,31 a 40,F,Sputnik,Público,0,3,,0
05NOV2021:00:00:00,31 a 40,F,Sputnik,Público nacional,0,0,,3
"05NOV2021:00:00:00,31 a 40,F,""vacuna Coronavirus (CANSINO), vial x 1 dosis"",Público,1,0,,0"
05NOV2021:00:00:00,31 a 40,M,AstraZeneca,Público,39,35,,10
05NOV2021:00:00:00,31 a 40,M,AstraZeneca,Público nacional,0,0,,1
05NOV2021:00:00:00,31 a 40,M,Moderna,Público,0,10,,0
05NOV2021:00:00:00,31 a 40,M,Sinopharm,Público,50,82,,0
05NOV2021:00:00:00,31 a 40,M,Sputnik,Público,0,2,,0
05NOV2021:00:00:00,31 a 40,M,Sputnik,Público nacional,0,0,,6
05NOV2021:00:00:00,41 a 50,F,AstraZeneca,Público,25,23,,1035
05NOV2021:00:00:00,41 a 50,F,AstraZeneca,Público nacional,0,0,,5
05NOV2021:00:00:00,41 a 50,F,Moderna,Público,0,4,,0
05NOV2021:00:00:00,41 a 50,F,Sinopharm,Público,46,28,,12
05NOV2021:00:00:00,41 a 50,F,Sputnik,Público,0,1,,0
05NOV2021:00:00:00,41 a 50,M,AstraZeneca,Público,30,29,,511
05NOV2021:00:00:00,41 a 50,M,AstraZeneca,Público nacional,0,0,,5
05NOV2021:00:00:00,41 a 50,M,Moderna,Público,0,6,,0
05NOV2021:00:00:00,41 a 50,M,Sinopharm,Público,38,34,,4
05NOV2021:00:00:00,41 a 50,M,Sputnik,Público,0,4,,0
05NOV2021:00:00:00,51 a 60,F,AstraZeneca,Público,11,13,,7676
05NOV2021:00:00:00,51 a 60,F,AstraZeneca,Público nacional,0,0,,7
05NOV2021:00:00:00,51 a 60,F,Moderna,Público,0,11,,1
05NOV2021:00:00:00,51 a 60,F,Sinopharm,Público,25,18,,100
05NOV2021:00:00:00,51 a 60,F,Sputnik,Público,0,2,,0
"04DEC2021:00:00:00,71 a 80,M,""vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)"",Público,0,0,,736"
04DEC2021:00:00:00,81 a 90,F,AstraZeneca,Público,3,1,,675
04DEC2021:00:00:00,81 a 90,F,Sinopharm,Público,3,1,,9
"04DEC2021:00:00:00,81 a 90,F,""vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)"",Público,0,0,,220"
04DEC2021:00:00:00,81 a 90,M,AstraZeneca,Público,3,0,,403
04DEC2021:00:00:00,81 a 90,M,Sinopharm,Público,0,1,,2
"04DEC2021:00:00:00,81 a 90,M,""vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)"",Público,1,0,,112"
04DEC2021:00:00:00,91 o mas,F,AstraZeneca,Público,1,0,,127
04DEC2021:00:00:00,91 o mas,F,Sinopharm,Público,2,1,,2
"04DEC2021:00:00:00,91 o mas,F,""vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)"",Público,1,0,,40"
04DEC2021:00:00:00,91 o mas,M,AstraZeneca,Público,0,0,,46
04DEC2021:00:00:00,91 o mas,M,Sinopharm,Público,0,0,,3
16NOV2021:00:00:00,31 a 40,F,Moderna,Público,0,1,,0
16NOV2021:00:00:00,31 a 40,F,Sinopharm,Público,40,50,,1
16NOV2021:00:00:00,31 a 40,F,Sputnik,Público,1,645,,0
"16NOV2021:00:00:00,31 a 40,F,""vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)"",Público,0,1,,1"
16NOV2021:00:00:00,31 a 40,M,AstraZeneca,Público,65,85,,56
16NOV2021:00:00:00,31 a 40,M,Sinopharm,Público,41,50,,0
16NOV2021:00:00:00,31 a 40,M,Sputnik,Público,1,803,,0
"16NOV2021:00:00:00,31 a 40,M,""vacuna Coronavirus (CANSINO), vial x 1 dosis"",Público,3,0,,0"
"16NOV2021:00:00:00,31 a 40,M,""vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)"",Público,0,2,,0"
16NOV2021:00:00:00,41 a 50,F,AstraZeneca,Público,24,25,,144
16NOV2021:00:00:00,41 a 50,F,Sinopharm,Público,15,30,,5
16NOV2021:00:00:00,41 a 50,F,Sputnik,Público,0,644,,0
"16NOV2021:00:00:00,41 a 50,F,""vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)"",Público,1,1,,7"
16NOV2021:00:00:00,41 a 50,M,AstraZeneca,Público,28,31,,79
16NOV2021:00:00:00,41 a 50,M,Sinopharm,Público,23,38,,2
16NOV2021:00:00:00,41 a 50,M,Sputnik,Público,0,751,,0
16NOV2021:00:00:00,51 a 60,F,AstraZeneca,Público,20,8,,230
16NOV2021:00:00:00,51 a 60,F,Sinopharm,Público,3,16,,2
16NOV2021:00:00:00,51 a 60,F,Sputnik,Público,0,253,,0
"16NOV2021:00:00:00,51 a 60,F,""vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)"",Público,1,0,,1"
16NOV2021:00:00:00,51 a 60,M,AstraZeneca,Público,17,7,,136
16NOV2021:00:00:00,51 a 60,M,Moderna,Público,0,1,,0
16NOV2021:00:00:00,51 a 60,M,Sinopharm,Público,11,18,,1
16NOV2021:00:00:00,51 a 60,M,Sputnik,Público,0,258,,0
16NOV2021:00:00:00,61 a 70,F,AstraZeneca,Público,10,6,,62
16NOV2021:00:00:00,61 a 70,F,Sinopharm,Público,6,7,,1
16NOV2021:00:00:00,61 a 70,F,Sputnik,Público,0,126,,1
"16NOV2021:00:00:00,61 a 70,F,""vacuna Coronavirus (CANSINO), vial x 1 dosis"",Público,1,0,,0"
"16NOV2021:00:00:00,61 a 70,F,""vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)"",Público,0,0,,2"
16NOV2021:00:00:00,61 a 70,M,AstraZeneca,Público,6,4,,32
16NOV2021:00:00:00,61 a 70,M,Moderna,Público,1,0,,0
16NOV2021:00:00:00,61 a 70,M,Sinopharm,Público,6,6,,1
16NOV2021:00:00:00,61 a 70,M,Sputnik,Público,0,110,,0
"16NOV2021:00:00:00,61 a 70,M,""vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)"",Público,0,0,,2"
16NOV2021:00:00:00,71 a 80,F,AstraZeneca,Público,3,2,,191
16NOV2021:00:00:00,71 a 80,F,Moderna,Público,1,0,,0
16NOV2021:00:00:00,71 a 80,F,Sinopharm,Público,5,4,,3
16NOV2021:00:00:00,71 a 80,F,Sputnik,Público,0,30,,0
"16NOV2021:00:00:00,71 a 80,F,""vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)"",Público,0,0,,1"
16NOV2021:00:00:00,71 a 80,M,AstraZeneca,Público,5,1,,97
16NOV2021:00:00:00,71 a 80,M,Moderna,Público,0,1,,0
16NOV2021:00:00:00,71 a 80,M,Sinopharm,Público,1,4,,1
16NOV2021:00:00:00,71 a 80,M,Sputnik,Público,0,19,,0
"16NOV2021:00:00:00,71 a 80,M,""vacuna Coronavirus (CANSINO), vial x 1 dosis"",Público,1,0,,0"
16NOV2021:00:00:00,81 a 90,F,AstraZeneca,Público,1,2,,59
16NOV2021:00:00:00,81 a 90,F,Moderna,Público,1,3,,0
16NOV2021:00:00:00,81 a 90,F,Sinopharm,Público,3,6,,1
16NOV2021:00:00:00,81 a 90,F,Sputnik,Público,0,14,,0
"16NOV2021:00:00:00,81 a 90,F,""vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)"",Público,1,0,,2"
16NOV2021:00:00:00,81 a 90,M,AstraZeneca,Público,0,0,,28
16NOV2021:00:00:00,81 a 90,M,Sinopharm,Público,1,1,,1
16NOV2021:00:00:00,81 a 90,M,Sputnik,Público,0,5,,0
"16NOV2021:00:00:00,81 a 90,M,""vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)"",Público,0,0,,2"
16NOV2021:00:00:00,91 o mas,F,AstraZeneca,Público,2,0,,20
16NOV2021:00:00:00,91 o mas,F,Moderna,Público,1,3,,0
16NOV2021:00:00:00,91 o mas,F,Sinopharm,Público,0,1,,2
16NOV2021:00:00:00,91 o mas,F,Sputnik,Público,0,2,,0
