id,Humidity,Wind_Speed_kmh,rumbo_viento_grados,visibilidad_km,presion_mbar,lluvia,descripcion,temperatura
4470,0.34,8.18,93.0,9.98,1013.48,si,Warm,32.89
4471,0.71,4.83,250.0,9.98,1006.0,si,Normal,11.11
4472,0.78,14.28,249.0,6.3,1009.96,si,Normal,6.74
4473,0.93,7.79,209.0,11.04,1004.72,si,Normal,13.91
4474,0.67,19.92,330.0,9.98,1011.07,si,Warm,19.98
4475,0.43,11.01,175.0,10.35,1018.48,si,Normal,17.81
4476,0.45,11.9,269.0,10.35,1017.05,si,Warm,22.31
4477,0.79,10.88,342.0,11.27,1027.88,no,Cold,-3.89
4478,0.52,16.36,340.0,11.45,1022.12,si,Warm,18.96
4479,0.74,22.02,31.0,10.26,1015.3,si,Normal,12.02
4480,0.76,10.77,152.0,15.83,1009.2,si,Normal,13.9
4481,0.87,0.35,308.0,9.98,1016.2,si,Normal,15.98
4482,0.87,7.99,239.0,15.83,1007.29,si,Normal,15.61
4483,0.64,16.62,273.0,10.26,1006.71,si,Cold,4.01
4484,0.89,9.95,104.0,4.6,1027.03,si,Cold,3.88
4485,0.43,23.3,130.0,10.05,1008.47,si,Warm,30.0
4486,0.81,8.86,22.0,11.08,1009.66,si,Warm,23.46
4487,0.87,7.52,273.0,2.72,1016.8,si,Cold,1.12
4488,0.78,1.61,180.0,8.05,1019.3,si,Normal,15.0
4489,0.89,11.21,80.0,9.64,1024.14,no,Cold,-2.37
4490,0.69,13.07,232.0,11.45,1021.22,si,Cold,0.09
4491,0.64,14.28,311.0,9.98,1016.71,si,Warm,22.13
4492,0.93,3.22,140.0,14.81,1015.41,si,Normal,12.71
4493,0.5,12.88,160.0,9.98,1009.0,si,Warm,25.0
4494,0.89,9.4,300.0,10.27,1003.9,si,Warm,19.17
4495,0.83,4.96,245.0,9.98,1018.69,si,Normal,9.97
4496,0.96,3.22,110.0,3.06,994.6,si,Cold,1.11
4497,0.93,9.48,309.0,9.98,1013.93,si,Warm,21.04
4498,0.46,11.03,158.0,11.4,1007.7,si,Warm,27.91
4499,0.99,13.41,294.0,5.14,999.74,si,Normal,11.93
4500,0.93,6.68,234.0,14.17,1014.46,si,Normal,14.56
4501,0.83,2.59,34.0,10.35,1015.42,si,Warm,19.98
4502,0.96,6.28,80.0,0.32,1027.75,no,Cold,-0.69
4503,0.35,11.21,309.0,16.1,1014.82,si,Warm,22.11
4504,0.7,13.23,49.0,15.01,1019.34,si,Cold,1.07
4505,0.79,18.19,292.0,14.83,1013.83,si,Warm,20.24
4506,0.71,23.55,219.0,11.27,996.41,si,Normal,10.05
4507,0.53,16.97,310.0,16.1,1025.2,si,Normal,5.41
4508,0.82,6.39,253.0,14.17,1020.81,si,Normal,9.51
4509,0.82,24.38,30.0,9.98,1014.28,si,Normal,5.05
4510,0.29,12.88,270.0,9.98,1021.4,si,Warm,23.89
4511,0.71,5.75,176.0,15.55,1004.35,si,Normal,15.56
4512,0.99,7.73,11.0,0.37,1018.76,no,Cold,-7.59
4513,0.76,7.82,184.0,9.98,1016.77,si,Normal,12.83
4514,0.55,1.35,10.0,11.27,1009.8,si,Warm,27.34
4515,0.96,9.69,312.0,7.99,1010.22,no,Cold,-2.17
4516,0.91,10.37,327.0,15.18,1012.42,si,Normal,16.79
4517,0.64,28.38,310.0,11.21,1018.55,si,Cold,1.09
4518,0.92,8.89,169.0,4.31,1022.16,no,Cold,-4.08
4519,0.96,3.17,152.0,3.96,1033.01,no,Cold,-1.57
4520,0.89,13.06,279.0,10.98,1007.36,si,Cold,2.71
4521,0.96,6.44,180.0,3.06,999.0,si,Normal,7.78
4522,0.93,10.67,151.0,3.01,1021.34,no,Cold,-10.16
4523,0.66,11.13,67.0,10.58,1013.67,si,Normal,17.49
4524,0.93,15.68,222.0,10.98,1005.87,si,Normal,6.94
4525,0.69,4.49,14.0,9.98,1035.64,si,Cold,0.05
4526,0.0,3.22,190.0,0.8,1035.0,no,Cold,-17.78
4527,0.87,3.36,233.0,14.96,1013.6,si,Normal,14.4
4528,0.85,7.41,211.0,6.02,1039.73,no,Cold,-2.81
4529,0.89,7.26,284.0,2.58,1040.95,si,Cold,2.25
4530,0.85,3.08,200.0,2.85,1037.46,no,Cold,-5.05
4531,0.75,10.74,340.0,11.27,1019.82,si,Cold,0.05
4532,0.86,0.0,0.0,15.83,1028.12,si,Cold,3.89
4533,0.35,19.0,317.0,10.35,1021.13,si,Warm,22.22
4534,0.64,13.64,169.0,15.83,1011.89,si,Normal,17.15
4535,0.69,13.15,171.0,15.55,1018.18,si,Normal,11.52
4536,0.92,9.11,171.0,11.32,1019.32,si,Cold,3.42
4537,0.73,22.3,282.0,11.45,1013.13,si,Normal,16.93
4538,0.85,9.89,343.0,10.27,1018.04,si,Normal,12.64
4539,0.98,1.92,221.0,0.92,1012.23,no,Cold,-0.39
4540,0.82,20.61,151.0,11.03,1012.08,si,Normal,15.49
4541,0.73,3.19,3.0,9.98,1024.49,si,Normal,12.22
4542,0.46,15.6,161.0,10.26,1018.37,si,Warm,21.13
4543,0.79,0.52,270.0,8.13,0.0,no,Cold,-9.82
4544,0.92,3.22,240.0,0.16,1034.4,no,Cold,-6.11
4545,0.56,3.06,226.0,9.98,1024.04,si,Normal,16.02
4546,1.0,5.02,161.0,0.34,1028.86,si,Normal,11.29
4547,0.83,0.0,0.0,16.1,1014.41,si,Normal,17.39
4548,0.82,8.05,160.0,9.98,1009.87,si,Warm,21.98
4549,0.7,10.11,304.0,14.96,1016.24,si,Warm,20.74
4550,0.95,3.22,320.0,14.96,1010.15,si,Normal,13.24
4551,0.96,12.4,28.0,10.42,1019.75,si,Cold,2.81
4552,0.92,0.0,0.0,6.3,1026.89,si,Cold,1.04
4553,0.58,20.77,33.0,11.08,1013.29,no,Cold,-0.09
4554,0.92,3.08,230.0,4.03,0.0,si,Cold,3.89
4555,0.71,8.98,197.0,5.22,1028.3,si,Normal,17.38
4556,0.72,7.95,238.0,10.05,1017.99,si,Warm,21.26
4557,0.48,27.82,150.0,15.83,1009.34,si,Warm,23.18
4558,0.66,3.01,273.0,14.88,1027.47,si,Cold,2.18
4559,0.93,3.14,57.0,7.13,1011.38,si,Normal,10.46
4560,0.96,3.33,123.0,4.49,1010.9,si,Normal,12.13
4561,0.93,3.49,108.0,5.92,1011.84,si,Cold,2.15
4562,0.92,11.53,160.0,3.96,1014.3,si,Cold,0.69
4563,0.85,11.74,182.0,8.42,1017.21,si,Normal,7.68
4564,0.78,15.07,229.0,11.13,1008.69,si,Normal,13.78
4565,0.58,15.63,149.0,16.1,1007.67,si,Warm,26.06
4566,0.84,11.27,140.0,9.98,1018.1,si,Normal,17.78
4567,0.5,17.48,321.0,10.35,1014.18,si,Normal,17.92
4568,0.87,2.74,117.0,4.03,1013.94,si,Normal,12.04
4569,0.84,14.49,190.0,6.12,1019.2,no,Cold,-6.11
4570,1.0,5.12,241.0,3.96,1024.63,si,Cold,2.69
4571,0.88,3.7,267.0,6.2,1035.25,no,Cold,-2.13
4572,0.41,14.01,340.0,10.58,1018.39,si,Warm,22.68
4573,0.84,15.92,50.0,9.06,1015.33,no,Cold,-0.07
4574,0.31,4.38,151.0,9.98,1016.86,si,Warm,28.91
4575,0.43,20.53,330.0,15.83,1016.21,si,Normal,11.11
4576,0.58,10.79,141.0,9.98,1013.25,si,Warm,26.07
4577,0.73,6.07,347.0,6.23,1019.02,no,Cold,-2.85
4578,0.39,10.48,242.0,10.37,1015.2,si,Warm,27.21
4579,0.51,16.41,284.0,10.03,1027.04,si,Cold,2.72
4580,0.86,5.02,292.0,9.9,1019.22,si,Cold,2.29
4581,0.54,10.55,181.0,9.98,1005.08,si,Warm,22.62
4582,0.58,7.63,272.0,15.26,1014.21,si,Normal,11.3
4583,0.93,21.86,300.0,9.98,1017.39,si,Normal,13.79
4584,0.92,10.87,348.0,11.98,1015.93,si,Normal,16.23
4585,0.6,14.73,197.0,13.75,1021.91,si,Warm,20.82
4586,0.92,25.16,309.0,7.63,1013.91,si,Cold,1.08
4587,0.52,16.2,1.0,10.58,1018.2,si,Warm,18.86
4588,0.77,24.63,140.0,14.91,1007.63,si,Normal,4.91
4589,0.93,7.87,162.0,11.27,1008.9,si,Normal,13.87
4590,0.93,10.95,150.0,2.46,1032.89,no,Cold,-2.18
4591,0.7,3.83,277.0,10.55,1019.65,si,Normal,5.1
4592,0.79,17.11,141.0,16.05,1007.43,si,Cold,2.19
4593,0.87,8.05,310.0,9.98,1020.3,si,Normal,16.11
4594,0.85,32.43,301.0,14.96,1012.81,si,Normal,11.62
4595,0.93,23.04,340.0,7.99,992.62,si,Normal,6.09
4596,0.58,28.98,270.0,11.27,1011.1,si,Normal,16.11
4597,0.82,12.65,108.0,9.74,1023.85,no,Cold,-1.22
4598,0.89,3.49,45.0,15.55,1018.22,si,Cold,4.33
4599,0.49,10.69,30.0,9.98,1017.05,si,Warm,20.01
4600,0.82,12.78,111.0,6.57,1008.26,si,Cold,2.71
4601,0.89,9.26,338.0,9.98,1019.06,si,Cold,2.89
4602,0.93,6.46,263.0,14.33,1008.16,si,Normal,18.54
4603,0.82,7.89,122.0,15.83,1022.85,si,Normal,5.0
4604,0.96,11.21,309.0,1.37,1010.06,si,Normal,6.04
4605,0.92,0.39,115.0,4.46,1021.89,si,Normal,8.52
4606,0.93,6.01,229.0,11.98,1011.29,si,Normal,12.74
4607,0.89,8.53,23.0,7.55,1028.56,no,Cold,-1.98
4608,0.78,6.23,290.0,15.18,1017.43,si,Cold,1.63
4609,0.85,11.06,205.0,11.69,1019.63,si,Cold,3.42
4610,0.95,9.5,183.0,7.62,1019.85,si,Cold,0.52
4611,0.73,13.36,61.0,14.88,1013.35,si,Warm,21.91
4612,0.76,9.37,121.0,8.05,1023.09,si,Cold,3.86
4613,0.57,1.03,208.0,11.21,1013.63,si,Normal,17.35
4614,0.44,11.22,272.0,9.98,1010.0,si,Warm,20.9
4615,0.6,3.24,294.0,9.98,1025.1,si,Normal,13.94
4616,0.88,15.44,142.0,9.87,1011.8,si,Normal,8.99
4617,0.61,14.09,131.0,9.98,1020.23,si,Normal,11.09
4618,0.67,31.88,160.0,9.98,1009.86,si,Normal,12.17
4619,0.84,10.63,166.0,8.63,1018.93,si,Cold,3.47
4620,0.47,11.03,107.0,9.98,1007.24,si,Warm,28.72
4621,0.73,10.87,165.0,11.41,1018.7,si,Normal,9.93
4622,0.58,16.86,301.0,11.27,1009.43,si,Warm,23.77
4623,0.9,3.36,279.0,15.83,1015.68,si,Normal,15.56
4624,0.29,12.51,283.0,10.35,1028.24,si,Warm,22.59
4625,0.82,3.49,275.0,14.33,1024.98,si,Cold,0.29
4626,0.97,0.0,0.0,9.9,1023.01,si,Normal,16.11
4627,1.0,9.03,197.0,8.05,1018.71,si,Normal,5.79
4628,0.8,2.93,246.0,11.08,1005.57,si,Normal,7.26
4629,0.93,6.44,310.0,9.98,1023.84,si,Normal,10.0
4630,0.86,12.59,249.0,9.98,1008.77,si,Cold,2.26
4631,0.49,3.96,188.0,11.08,1039.39,si,Cold,3.71
4632,0.86,4.69,253.0,5.3,1021.28,si,Cold,2.17
4633,0.82,5.76,334.0,15.55,1017.76,si,Normal,15.91
4634,0.63,12.28,51.0,9.9,1033.87,no,Cold,-4.93
4635,0.64,23.17,130.0,16.1,1006.84,si,Warm,24.91
4636,0.89,6.44,160.0,9.9,1023.08,si,Normal,6.67
4637,0.64,6.94,338.0,15.83,1011.15,si,Normal,18.47
4638,0.99,5.3,197.0,3.49,1025.28,no,Cold,-7.6
4639,0.96,6.09,348.0,7.97,1024.28,si,Normal,7.06
4640,0.87,10.18,149.0,6.3,1019.64,si,Normal,4.68
4641,0.97,4.33,131.0,9.84,1011.63,si,Normal,16.39
4642,0.92,6.1,35.0,6.7,1021.34,si,Cold,3.45
4643,0.67,17.26,150.0,9.98,1013.98,si,Normal,13.86
4644,0.8,6.05,31.0,15.87,1011.34,si,Normal,17.64
4645,0.79,12.98,180.0,9.1,1018.64,si,Normal,6.27
4646,0.96,3.22,210.0,3.06,1021.3,si,Cold,2.22
4647,0.87,4.8,72.0,8.26,1025.35,no,Cold,-0.56
4648,0.49,10.95,143.0,9.98,1019.38,si,Warm,23.96
4649,0.93,1.67,159.0,7.13,1009.56,si,Normal,16.14
4650,0.93,9.29,245.0,5.35,1008.76,si,Normal,5.06
4651,0.81,0.0,0.0,9.98,1015.3,si,Normal,17.22
4652,0.99,20.22,20.0,3.9,1002.77,si,Cold,2.66
4653,0.56,6.44,50.0,16.1,1020.03,si,Warm,22.6
4654,0.45,11.7,338.0,14.76,1010.98,si,Warm,27.09
4655,0.33,7.55,359.0,16.1,1015.61,si,Warm,32.19
4656,0.81,4.86,262.0,9.98,1013.44,si,Normal,15.98
4657,0.83,6.44,160.0,15.13,1020.1,si,Normal,10.56
4658,0.78,11.01,271.0,15.83,1020.27,si,Normal,16.67
4659,1.0,4.69,29.0,10.05,1020.01,si,Normal,8.87
4660,0.73,7.28,39.0,15.55,1008.63,si,Normal,17.79
4661,0.7,14.14,189.0,9.98,998.45,si,Normal,7.94
4662,0.9,6.44,280.0,9.98,1014.4,si,Normal,18.33
4663,0.86,14.3,10.0,11.08,1035.69,no,Cold,-2.69
4664,0.92,3.03,17.0,0.47,1036.9,no,Cold,-3.83
4665,0.92,12.11,313.0,4.3,1021.68,si,Cold,3.91
4666,0.87,10.45,165.0,0.0,1021.08,si,Normal,13.0
4667,0.99,11.77,159.0,0.03,1030.1,si,Cold,1.14
4668,0.94,9.79,42.0,4.54,1023.22,si,Normal,6.71
4669,0.92,13.7,136.0,5.23,1018.85,no,Cold,-3.12
4670,0.43,9.87,185.0,9.98,1007.39,si,Warm,27.64
4671,0.93,7.58,139.0,4.75,1027.41,si,Normal,4.88
4672,0.62,14.01,21.0,16.1,1015.86,si,Normal,16.06
4673,0.79,10.87,160.0,14.91,1017.89,si,Normal,7.83
4674,0.49,32.18,141.0,16.1,1012.48,si,Warm,27.78
4675,0.92,4.75,71.0,2.82,1011.64,si,Cold,0.05
4676,0.69,28.34,12.0,15.83,1029.35,no,Cold,-8.32
4677,0.32,26.56,189.0,10.37,1011.29,si,Warm,19.72
4678,0.99,14.91,190.0,0.34,1014.35,si,Cold,2.22
4679,0.82,3.99,338.0,14.52,1008.36,si,Cold,3.15
4680,1.0,9.66,230.0,1.93,1025.1,si,Normal,6.11
4681,0.72,19.29,349.0,9.9,1011.48,no,Cold,-3.07
4682,0.73,19.22,343.0,15.83,1018.7,si,Warm,22.15
4683,0.43,10.61,279.0,11.45,1020.34,si,Normal,17.14
4684,0.86,3.7,283.0,9.98,1017.35,si,Normal,11.09
4685,0.47,12.32,22.0,9.98,1020.12,si,Warm,26.11
4686,0.72,29.35,159.0,9.98,1012.41,si,Normal,9.96
4687,0.96,6.52,330.0,11.75,1015.47,si,Cold,2.78
4688,0.78,13.59,301.0,16.1,1012.88,si,Normal,15.51
4689,0.64,27.68,310.0,11.45,1014.51,si,Normal,12.84
4690,0.77,4.8,127.0,9.9,1019.75,si,Normal,5.97
4691,0.83,16.63,0.0,16.1,1016.73,si,Normal,9.91
4692,0.55,3.24,184.0,11.4,1004.33,si,Warm,24.01
4693,0.92,3.7,263.0,3.01,1033.21,si,Cold,1.11
4694,0.86,1.61,310.0,9.98,1010.98,si,Normal,9.8
4695,0.85,6.44,180.0,15.83,1025.34,no,Cold,-0.48
4696,0.31,21.96,282.0,16.1,1019.87,si,Normal,16.02
4697,0.95,13.99,201.0,4.81,1017.48,si,Cold,1.72
4698,0.82,11.08,290.0,9.98,1021.67,si,Cold,3.84
4699,0.56,14.23,181.0,10.26,1018.59,si,Normal,14.77
4700,0.95,8.9,209.0,7.99,1020.46,no,Cold,-1.44
4701,0.66,10.79,240.0,15.18,1021.95,si,Normal,14.48
4702,0.87,22.12,319.0,11.13,1003.27,si,Normal,16.09
4703,0.92,5.12,283.0,9.98,1022.03,si,Normal,11.23
4704,0.38,17.58,159.0,9.98,1008.28,si,Warm,32.31
4705,0.92,4.83,70.0,2.58,1027.2,no,Cold,-6.11
4706,0.55,12.38,297.0,10.35,1005.1,si,Warm,27.61
4707,0.92,5.01,356.0,3.93,0.0,no,Cold,0.0
4708,0.29,3.53,192.0,16.1,1017.18,si,Warm,27.19
4709,0.9,9.39,167.0,9.26,1019.45,si,Cold,2.67
4710,0.85,17.47,309.0,9.98,1011.19,si,Normal,5.07
4711,0.9,4.03,220.0,14.88,1017.22,si,Normal,11.37
4712,0.96,5.1,355.0,5.76,1021.05,si,Cold,2.58
4713,0.96,0.0,0.0,15.18,1025.63,si,Normal,9.53
4714,0.57,13.8,291.0,16.1,1008.37,si,Warm,19.91
4715,0.81,0.16,232.0,4.07,1042.91,no,Cold,-4.95
4716,0.92,6.44,183.0,5.96,1030.7,si,Cold,1.6
4717,0.8,3.54,172.0,7.73,1019.78,si,Cold,2.16
4718,0.58,9.66,180.0,11.27,1000.5,si,Normal,16.11
4719,0.74,6.44,180.0,16.1,1011.2,si,Normal,10.56
4720,0.89,11.16,49.0,6.3,1013.99,si,Normal,8.29
4721,0.48,20.93,210.0,9.98,1020.0,si,Warm,23.89
4722,0.93,4.75,190.0,3.12,1036.27,no,Cold,-6.09
4723,0.81,8.05,0.0,10.26,1010.95,si,Normal,17.16
4724,0.3,31.91,221.0,15.55,1012.87,si,Warm,22.49
4725,0.79,21.72,260.0,10.9,1020.21,si,Cold,1.09
4726,1.0,6.15,160.0,2.5,1009.46,si,Normal,11.04
4727,0.93,14.35,120.0,9.61,1018.72,si,Cold,4.4
4728,0.65,8.34,132.0,9.63,1022.08,si,Warm,18.9
4729,0.57,32.41,21.0,11.45,1012.09,si,Warm,24.08
4730,0.87,4.7,129.0,9.9,1008.61,si,Normal,12.0
4731,0.92,14.31,290.0,11.21,1007.87,si,Normal,17.16
4732,0.47,11.95,333.0,11.27,1017.5,si,Warm,27.49
4733,0.92,10.79,170.0,15.7,1023.66,si,Cold,4.56
4734,0.64,5.06,275.0,9.98,1014.19,si,Warm,19.08
4735,0.96,6.44,140.0,7.91,1011.12,si,Normal,14.88
4736,0.72,5.81,347.0,9.61,1019.78,si,Normal,10.05
4737,0.79,22.54,160.0,9.98,1020.1,si,Cold,2.22
4738,0.93,9.56,178.0,0.64,1031.07,si,Cold,3.82
4739,0.46,12.09,221.0,9.98,1013.49,si,Warm,19.88
4740,0.64,3.36,113.0,9.98,1011.08,si,Normal,11.2
4741,0.56,16.36,109.0,15.83,1006.71,si,Normal,9.81
4742,0.64,10.45,11.0,9.98,1028.93,no,Cold,-2.85
4743,0.96,6.67,330.0,15.83,1016.81,si,Normal,17.73
4744,0.82,3.36,220.0,15.83,1023.61,si,Normal,6.23
4745,0.67,33.28,228.0,9.98,1010.79,si,Normal,8.96
4746,0.66,11.41,300.0,9.98,0.0,si,Normal,8.99
4747,0.82,9.68,18.0,11.03,1026.77,si,Normal,10.93
4748,0.77,19.67,298.0,11.08,1012.56,si,Warm,18.92
4749,0.75,3.06,275.0,11.21,1016.83,si,Normal,5.05
4750,0.64,20.38,329.0,15.83,1018.5,si,Normal,10.53
4751,0.84,11.45,348.0,14.33,1020.12,no,Cold,-3.11
4752,0.46,15.75,31.0,9.98,1022.06,si,Warm,30.02
4753,0.71,27.77,160.0,11.04,988.61,si,Normal,8.72
4754,0.73,19.35,254.0,9.63,1010.84,no,Cold,-2.52
4755,0.84,19.77,139.0,9.6,1019.79,si,Normal,8.18
4756,0.8,13.19,269.0,14.33,1029.62,si,Cold,4.38
4757,0.9,3.72,292.0,7.91,1017.21,si,Normal,12.69
4758,0.76,8.44,189.0,9.98,1015.01,si,Normal,11.54
4759,0.93,12.88,150.0,8.05,1017.4,si,Normal,6.11
4760,0.94,4.67,312.0,3.14,1014.51,si,Warm,18.85
4761,0.99,9.37,212.0,3.16,1007.45,no,Cold,-0.21
4762,0.93,3.2,197.0,3.59,1017.32,si,Cold,1.03
4763,0.81,6.34,130.0,15.18,1016.9,si,Normal,16.26
4764,0.89,9.31,147.0,14.96,1021.13,si,Normal,8.47
4765,0.85,6.79,317.0,15.83,1017.51,si,Cold,4.1
4766,0.41,31.28,319.0,15.83,1013.75,si,Warm,22.71
4767,0.77,13.81,0.0,10.26,1024.96,si,Normal,9.86
4768,0.99,2.3,166.0,4.2,1025.52,si,Normal,5.03
4769,0.96,14.35,301.0,6.02,1005.13,si,Normal,10.37
4770,1.0,3.22,180.0,0.32,1014.4,si,Normal,6.11
4771,0.86,10.85,118.0,6.81,1017.67,si,Cold,4.28
4772,0.75,5.26,327.0,14.96,1018.66,si,Normal,6.31
4773,1.0,6.44,190.0,1.22,1027.03,si,Normal,6.12
4774,0.73,9.24,70.0,9.9,1017.81,si,Normal,16.02
4775,0.77,6.3,172.0,15.83,1012.78,si,Normal,13.34
4776,0.59,1.48,214.0,11.27,1022.32,si,Cold,1.07
4777,0.87,10.3,129.0,13.97,1022.56,si,Cold,3.16
4778,0.53,5.3,26.0,11.21,1011.77,si,Warm,27.48
4779,0.73,14.04,75.0,10.35,1010.64,si,Warm,19.51
4780,0.9,15.94,193.0,11.69,1015.73,si,Normal,6.01
4781,0.51,16.92,249.0,11.27,1010.57,si,Warm,27.19
4782,0.33,4.65,306.0,9.98,1022.27,si,Warm,25.02
4783,0.82,3.2,159.0,12.22,1017.59,si,Warm,19.33
4784,0.46,15.38,260.0,10.05,1010.42,si,Warm,24.83
4785,0.9,6.6,255.0,14.17,1002.89,no,Cold,-0.1
4786,0.8,15.65,198.0,7.87,1015.79,si,Normal,6.39
4787,0.93,11.27,90.0,8.05,1003.7,si,Normal,11.11
4788,0.93,6.67,303.0,14.96,1019.31,si,Normal,9.42
4789,0.96,10.18,192.0,1.19,1029.08,si,Normal,7.83
4790,0.85,3.2,289.0,11.21,1013.59,si,Normal,11.07
4791,0.92,6.44,160.0,6.12,1018.9,si,Cold,3.89
4792,0.79,7.5,160.0,10.21,1011.79,si,Normal,17.57
4793,0.81,8.48,49.0,9.71,1019.33,si,Cold,2.75
4794,0.62,7.76,353.0,11.27,1013.09,si,Warm,30.04
4795,0.65,10.77,317.0,11.32,1005.66,si,Normal,9.24
4796,0.49,14.49,310.0,9.98,1016.6,si,Warm,27.78
4797,0.85,12.61,272.0,11.13,1021.13,si,Cold,2.18
4798,0.45,11.19,152.0,9.98,1017.85,si,Warm,28.94
4799,0.78,15.92,270.0,9.98,1017.99,si,Cold,1.18
4800,0.73,23.06,279.0,15.55,1004.12,si,Normal,10.01
4801,0.99,10.75,100.0,0.37,1031.68,no,Cold,-1.18
4802,0.93,6.23,18.0,9.71,1024.99,si,Normal,9.44
4803,0.82,3.56,213.0,6.12,1028.02,si,Cold,0.24
4804,0.77,17.71,150.0,6.12,1016.4,no,Cold,-5.56
4805,0.67,11.27,340.0,16.1,1017.0,si,Normal,17.78
4806,0.89,24.78,151.0,9.98,1007.87,si,Normal,6.16
4807,0.58,14.04,11.0,11.21,1006.66,si,Warm,25.02
4808,0.96,6.55,349.0,3.35,1017.36,si,Cold,4.09
4809,0.97,0.0,0.0,9.9,1013.42,si,Warm,20.0
4810,0.63,17.44,51.0,15.83,1025.39,no,Cold,-1.18
4811,0.92,6.41,315.0,14.96,1016.96,si,Normal,8.83
4812,0.92,16.1,340.0,8.05,1005.5,si,Cold,1.11
4813,0.26,7.71,229.0,9.98,1008.77,si,Warm,34.01
4814,0.18,3.67,172.0,9.98,1021.7,si,Warm,20.16
4815,0.91,12.3,99.0,10.14,1003.02,si,Normal,12.74
4816,0.95,9.64,135.0,14.22,990.12,si,Normal,9.44
4817,0.74,16.21,302.0,11.27,1002.51,si,Warm,22.01
4818,0.86,0.0,0.0,14.81,1024.01,si,Cold,4.54
4819,0.81,11.27,150.0,16.1,1011.5,si,Normal,16.11
4820,0.67,14.49,10.0,9.98,1023.1,no,Cold,-7.22
4821,0.84,11.25,166.0,10.0,1021.56,si,Normal,13.26
4822,0.46,13.36,306.0,10.26,1010.09,si,Normal,12.24
4823,0.77,15.5,150.0,8.05,1013.82,si,Normal,9.97
4824,0.78,19.35,302.0,10.35,1012.81,si,Warm,20.11
4825,0.27,15.91,249.0,10.26,1012.54,si,Warm,32.66
4826,0.73,10.93,204.0,11.69,1021.76,si,Normal,8.3
4827,1.0,14.49,190.0,0.48,1021.0,no,Cold,-2.22
4828,0.78,17.24,160.0,9.9,1021.66,si,Normal,15.07
4829,0.35,9.66,270.0,9.98,1000.5,si,Normal,17.78
4830,0.63,23.3,330.0,11.45,1014.16,si,Normal,12.74
4831,0.65,9.64,281.0,10.35,1015.09,si,Normal,16.08
4832,0.93,9.52,140.0,0.18,1021.17,si,Normal,10.0
4833,0.9,9.79,137.0,5.25,1019.24,si,Cold,2.75
4834,0.93,3.22,320.0,14.91,1021.33,si,Normal,13.03
4835,0.81,4.86,338.0,9.98,1018.4,si,Normal,16.98
4836,0.8,14.04,191.0,6.49,1022.39,si,Normal,5.82
4837,0.54,25.5,1.0,10.05,1011.82,si,Warm,27.02
4838,0.76,6.28,340.0,16.1,1018.76,si,Normal,16.04
4839,1.0,10.45,150.0,0.76,1016.3,si,Normal,12.76
4840,0.42,8.74,267.0,10.35,1015.82,si,Warm,32.08
4841,0.9,1.61,170.0,9.98,1020.11,si,Normal,12.89
4842,0.76,10.87,0.0,8.13,1001.94,si,Normal,7.78
4843,0.83,7.82,20.0,9.98,1018.32,si,Normal,12.62
4844,0.51,24.38,130.0,9.98,1002.42,si,Warm,22.78
4845,0.87,3.16,187.0,8.13,1019.1,no,Cold,-2.27
4846,0.81,6.41,181.0,14.33,1019.7,si,Normal,11.46
4847,0.67,3.35,210.0,6.58,1027.43,si,Normal,10.99
4848,0.64,23.8,29.0,10.8,1026.56,no,Cold,-0.09
4849,0.78,13.59,139.0,8.05,1014.94,si,Normal,10.49
4850,0.7,7.53,211.0,10.82,1008.39,si,Warm,19.77
4851,0.93,0.0,0.0,15.83,1014.12,si,Normal,16.53
4852,0.88,12.06,88.0,8.05,1007.42,si,Normal,10.79
4853,0.9,9.58,167.0,9.64,1020.0,si,Cold,0.82
4854,0.92,0.0,0.0,2.69,1023.5,si,Cold,3.82
4855,0.74,3.22,40.0,16.1,1022.61,si,Warm,20.42
4856,0.95,3.06,217.0,9.9,1010.96,si,Normal,9.39
4857,0.34,12.22,200.0,9.98,1017.31,si,Warm,25.97
4858,0.73,29.12,30.0,10.21,1024.3,si,Cold,2.18
4859,0.52,12.27,128.0,9.98,1008.15,si,Warm,25.81
4860,0.25,23.12,1.0,16.1,1027.85,si,Normal,15.12
4861,0.34,13.06,330.0,9.98,1014.44,si,Normal,17.4
4862,0.83,14.49,10.0,11.27,1014.1,si,Normal,7.78
4863,0.34,10.96,222.0,9.98,1022.17,si,Warm,30.0
4864,0.65,16.1,170.0,9.98,1013.3,si,Warm,18.89
4865,0.76,10.46,140.0,16.05,1021.09,si,Normal,14.84
4866,0.87,8.16,181.0,11.27,1014.95,si,Normal,14.91
4867,0.93,3.16,84.0,9.98,1010.97,si,Warm,18.83
4868,0.76,9.56,226.0,9.98,1006.25,si,Cold,4.34
4869,0.57,4.46,73.0,10.05,1011.07,si,Normal,17.63
4870,0.51,10.84,21.0,9.98,1023.33,si,Normal,13.96
4871,0.78,4.09,119.0,14.72,1018.22,si,Normal,16.56
4872,0.75,12.75,106.0,14.96,1011.15,si,Warm,20.68
4873,0.67,15.31,150.0,11.27,1021.52,si,Normal,16.02
4874,0.92,13.62,359.0,5.39,1005.72,si,Cold,0.67
4875,0.56,10.92,21.0,15.83,1023.36,si,Normal,9.38
4876,0.92,6.23,131.0,6.87,1024.25,no,Cold,-1.23
4877,0.57,6.44,20.0,16.1,1018.1,si,Warm,20.56
