humedad,velocidad_viento_kmh,rumbo_viento_grados,visibilidad_km,presion_mbar,lluvia,descripcion,temperatura
0.86,14.1,263.0,16.1,1013.55,si,Normal,13.38
0.85,2.58,206.0,15.15,1018.17,si,Normal,15.48
0.38,15.91,311.0,9.98,1016.49,si,Warm,22.76
0.63,28.98,10.0,11.27,1019.5,no,Cold,0.0
0.84,9.66,297.0,9.98,1018.25,si,Normal,8.6
0.31,10.06,182.0,16.1,1012.16,si,Warm,20.04
0.95,6.54,88.0,14.59,1009.82,si,Cold,0.62
0.97,0.0,0.0,10.26,1014.71,si,Warm,21.04
0.57,3.22,140.0,16.1,1021.68,si,Normal,8.89
0.44,7.78,66.0,15.83,1013.73,si,Warm,26.06
0.51,4.69,218.0,9.18,1030.76,si,Normal,7.37
0.86,0.52,310.0,8.05,1033.02,si,Normal,12.18
0.34,14.49,310.0,9.98,1019.51,si,Warm,26.06
0.93,4.65,182.0,14.91,1010.18,si,Normal,14.96
0.83,3.04,230.0,11.27,1009.8,si,Normal,15.02
0.87,8.34,348.0,9.56,1012.98,si,Normal,16.33
0.59,7.78,310.0,9.98,1016.61,si,Warm,23.67
0.84,13.06,169.0,8.1,1019.86,si,Cold,4.02
0.46,17.36,299.0,11.21,1017.63,si,Warm,24.97
0.77,8.05,0.0,6.12,1028.8,no,Cold,-8.89
1.0,1.5,185.0,1.66,1018.33,si,Normal,8.73
0.79,1.66,193.0,9.98,1032.61,si,Normal,7.22
0.93,3.04,222.0,0.16,1025.81,si,Normal,7.19
0.48,25.89,302.0,10.58,1025.81,si,Normal,17.0
0.24,5.26,210.0,10.35,1013.57,si,Warm,35.98
0.29,12.77,319.0,9.98,1014.34,si,Warm,27.17
0.77,10.21,273.0,11.27,1013.7,si,Warm,20.0
0.48,12.67,173.0,10.4,1010.56,si,Warm,27.79
0.78,10.05,22.0,15.31,1026.3,si,Normal,9.96
0.88,8.23,306.0,5.76,1018.65,no,Cold,-0.94
0.96,3.43,7.0,3.28,1013.94,si,Normal,12.24
0.46,7.63,120.0,11.27,1017.75,si,Warm,22.22
0.96,3.22,140.0,15.83,1016.67,si,Normal,13.75
0.99,7.33,150.0,4.44,1019.98,si,Normal,12.21
0.93,11.19,50.0,4.49,1020.52,si,Normal,5.05
0.83,3.41,270.0,9.9,1016.63,si,Normal,7.87
0.82,3.19,185.0,7.97,1024.58,si,Cold,2.76
0.75,12.99,28.0,9.98,1017.8,si,Normal,11.17
0.73,7.47,169.0,9.98,1025.18,si,Normal,13.54
0.51,12.04,144.0,10.58,1012.7,si,Normal,18.79
0.58,34.24,309.0,11.27,1007.62,si,Normal,17.22
0.32,11.08,100.0,9.98,1013.89,si,Warm,21.07
0.58,6.21,243.0,16.1,1024.43,si,Normal,7.81
0.96,13.85,131.0,7.91,1015.75,si,Normal,6.69
0.74,26.92,278.0,11.08,1017.16,si,Cold,1.12
0.8,12.64,206.0,14.04,1011.68,si,Normal,7.04
0.85,1.24,45.0,6.02,1029.98,no,Cold,-2.68
0.58,11.04,181.0,16.1,1010.48,si,Normal,16.58
0.91,13.8,300.0,6.17,1013.45,no,Cold,0.0
0.83,10.59,138.0,9.87,1004.28,si,Normal,6.2
0.66,24.78,160.0,16.1,1010.42,si,Normal,11.16
0.31,17.08,17.0,10.37,1015.72,si,Warm,27.83
0.59,8.05,10.0,9.98,1016.9,si,Normal,13.89
0.63,9.58,340.0,9.9,1015.72,no,Cold,-0.07
0.59,16.95,161.0,16.1,1017.73,si,Warm,21.16
0.9,9.6,269.0,11.21,1014.05,si,Normal,17.83
0.82,15.62,133.0,11.16,1006.27,si,Normal,7.6
0.88,9.23,131.0,15.83,1018.56,no,Cold,-2.27
0.96,10.82,332.0,7.91,1014.81,si,Normal,12.73
0.76,6.49,243.0,16.1,1019.73,si,Cold,2.09
0.76,5.84,137.0,15.55,1016.31,si,Normal,14.61
0.7,10.93,11.0,15.55,1018.02,si,Normal,12.01
0.9,5.86,299.0,15.83,1016.43,si,Warm,19.24
0.78,4.96,339.0,16.1,1015.75,si,Normal,18.76
0.93,17.08,212.0,7.08,1007.98,si,Normal,13.84
0.68,8.05,290.0,9.98,1010.1,si,Warm,21.11
0.58,14.02,182.0,11.45,1003.31,si,Normal,17.24
0.54,10.71,91.0,11.21,1007.68,si,Warm,23.89
0.66,6.04,167.0,15.83,1010.61,si,Warm,21.13
0.91,3.64,161.0,5.2,1035.9,no,Cold,-17.29
0.5,22.75,161.0,12.25,1013.78,si,Normal,9.88
0.49,17.6,270.0,11.4,1015.08,si,Warm,23.86
0.5,13.62,347.0,14.96,1018.53,si,Normal,6.74
0.72,5.18,223.0,14.91,1015.22,si,Normal,12.14
0.85,9.03,286.0,7.95,1012.55,no,Cold,-0.01
0.6,19.93,160.0,16.1,1013.21,si,Warm,22.78
0.93,3.4,40.0,14.02,1010.48,si,Normal,7.81
0.8,14.02,50.0,9.98,1018.38,si,Cold,3.17
0.65,23.84,19.0,14.96,1016.15,si,Warm,19.77
0.5,9.13,338.0,10.26,1015.63,si,Warm,26.06
0.74,3.54,293.0,9.98,1030.73,si,Normal,8.27
0.54,8.03,152.0,15.52,1020.0,si,Normal,12.88
0.85,14.17,140.0,9.98,1010.84,si,Normal,7.28
0.93,10.42,89.0,6.12,997.22,si,Normal,9.39
0.71,6.46,274.0,15.31,1017.11,si,Normal,11.99
0.88,6.23,301.0,15.83,1012.95,si,Normal,15.05
0.67,20.61,272.0,9.98,1011.19,si,Normal,14.98
0.92,5.91,168.0,2.01,1022.63,si,Cold,0.13
0.85,11.09,261.0,9.98,1014.09,si,Cold,1.12
0.72,3.06,308.0,11.08,1017.77,si,Normal,17.1
0.81,5.23,294.0,11.21,1014.9,si,Warm,21.04
0.85,21.83,88.0,6.3,1009.37,si,Warm,20.56
0.84,12.82,321.0,15.01,1006.56,si,Cold,0.47
0.73,17.19,268.0,11.27,1015.83,si,Normal,16.07
0.75,14.39,272.0,11.27,1008.52,si,Normal,17.12
0.79,11.06,240.0,15.18,1025.47,si,Cold,2.23
0.93,11.27,190.0,6.12,1015.7,si,Normal,6.11
0.87,4.99,296.0,4.03,1016.05,si,Normal,5.99
0.6,11.24,156.0,15.52,1023.05,si,Normal,10.01
0.99,23.09,12.0,5.91,1009.89,no,Cold,-1.21
0.93,1.61,70.0,11.27,1013.6,si,Normal,10.0
0.9,16.5,96.0,11.13,1015.9,si,Normal,12.51
0.64,11.56,250.0,15.83,1016.22,si,Cold,3.95
0.66,3.08,190.0,15.83,1010.92,si,Warm,22.69
0.55,16.47,311.0,0.0,0.0,no,Cold,-2.22
0.8,12.88,160.0,14.91,1015.22,si,Normal,11.09
0.89,0.0,0.0,16.1,1020.4,si,Normal,12.83
0.42,13.85,200.0,9.98,1018.14,si,Normal,17.84
0.76,27.37,160.0,9.98,1008.7,si,Cold,2.78
0.52,11.14,338.0,15.83,1020.05,si,Warm,19.56
0.55,7.16,226.0,10.05,1014.69,si,Warm,27.27
0.85,3.27,114.0,9.98,1023.95,si,Normal,10.09
0.92,6.41,229.0,14.91,1026.57,si,Cold,1.68
1.0,3.2,339.0,9.9,1011.18,si,Normal,17.78
0.94,9.27,161.0,8.44,1019.12,si,Cold,3.03
0.54,12.28,117.0,9.98,1015.2,si,Warm,20.97
0.35,19.8,238.0,15.55,1008.44,si,Warm,32.14
0.37,7.76,89.0,16.1,1027.61,si,Normal,17.84
0.73,15.55,20.0,10.26,1014.22,si,Warm,19.97
0.72,19.72,169.0,9.9,1008.36,si,Normal,17.09
0.34,4.83,10.0,9.98,1013.5,si,Warm,26.11
0.72,8.02,173.0,9.98,1020.78,si,Normal,14.88
0.94,9.21,162.0,8.21,1019.06,si,Cold,2.6
0.66,6.99,155.0,10.35,1016.78,si,Warm,19.92
0.76,33.81,140.0,11.27,996.9,si,Normal,7.78
0.8,8.84,239.0,9.98,1019.27,si,Warm,20.86
0.81,10.95,16.0,15.83,1021.8,si,Normal,13.22
0.89,12.2,170.0,4.91,1020.29,si,Cold,2.75
0.85,8.44,155.0,7.73,1013.84,si,Normal,17.79
0.82,3.64,341.0,9.98,1014.86,si,Normal,5.89
0.93,0.0,0.0,11.98,1019.51,si,Normal,16.6
0.39,2.67,41.0,10.4,1017.6,si,Warm,27.08
0.5,20.62,151.0,9.98,1017.86,si,Normal,13.98
0.96,3.09,15.0,0.16,1026.48,si,Cold,0.1
0.92,11.04,161.0,5.22,1012.99,si,Cold,0.02
0.81,0.0,0.0,16.1,1012.01,si,Warm,21.67
0.77,31.59,150.0,9.98,1018.07,si,Normal,9.93
0.8,15.87,309.0,8.13,1024.38,si,Normal,6.04
0.43,5.04,31.0,9.98,1017.62,si,Warm,27.76
0.41,21.41,342.0,15.83,1018.19,si,Warm,28.74
0.29,4.83,150.0,9.98,1016.8,si,Warm,30.0
0.7,4.49,170.0,11.27,1029.86,si,Normal,6.11
0.93,6.47,149.0,11.5,1012.9,si,Normal,14.27
0.73,5.92,153.0,15.83,1021.27,si,Normal,6.09
0.7,10.88,321.0,15.55,1020.81,si,Normal,17.26
0.85,15.42,359.0,5.14,1008.16,si,Cold,2.24
0.86,3.32,285.0,6.2,1038.4,no,Cold,-10.93
0.93,3.22,340.0,15.65,1022.33,no,Cold,-4.7
0.93,3.32,3.0,9.98,1012.13,si,Normal,15.02
0.51,24.15,180.0,9.98,1006.0,si,Normal,7.22
0.86,4.83,30.0,6.2,1023.1,si,Normal,5.39
0.73,10.95,27.0,11.27,1015.85,si,Warm,22.07
0.88,0.26,80.0,6.02,1037.55,no,Cold,-7.24
0.87,10.9,218.0,13.81,1011.01,si,Warm,19.5
0.49,11.11,155.0,14.96,1009.5,si,Warm,22.38
0.79,15.26,119.0,9.98,1005.36,si,Normal,14.79
0.68,26.52,1.0,16.1,1012.59,no,Cold,-2.18
0.57,25.52,249.0,11.13,1013.19,si,Warm,22.0
0.71,3.32,347.0,16.1,1016.03,si,Normal,16.59
0.72,9.66,140.0,9.98,1020.0,si,Normal,12.22
0.92,6.21,177.0,11.75,1023.08,si,Cold,0.69
0.92,2.77,233.0,2.58,1037.26,no,Cold,-5.07
0.88,11.27,310.0,8.05,0.0,no,Cold,-7.3
0.7,6.55,179.0,14.91,1012.04,si,Normal,17.76
0.58,14.1,250.0,16.1,1011.28,si,Normal,7.73
0.23,16.76,205.0,10.37,1023.8,si,Warm,21.82
0.65,19.56,152.0,14.72,1013.75,si,Warm,21.26
0.39,13.88,301.0,10.35,1015.01,si,Warm,25.01
0.81,22.52,160.0,9.98,1010.14,si,Cold,2.68
0.6,3.03,62.0,15.55,1019.2,si,Warm,22.49
0.78,23.47,320.0,11.27,1008.78,si,Normal,17.69
0.69,20.08,280.0,9.98,1024.3,si,Cold,2.84
0.92,9.9,268.0,6.23,1029.66,si,Cold,2.23
0.4,14.07,31.0,10.26,1021.52,si,Warm,27.89
0.75,4.89,113.0,14.91,1029.78,si,Cold,1.09
0.96,3.22,120.0,9.85,1007.17,si,Normal,12.68
0.8,1.61,100.0,11.27,1007.16,si,Warm,20.99
0.85,9.21,356.0,9.26,1005.53,si,Normal,8.74
0.35,9.35,205.0,15.55,1013.46,si,Warm,35.14
0.45,16.39,168.0,9.98,1009.01,si,Warm,26.59
0.84,3.12,36.0,15.83,1010.54,si,Normal,15.67
0.93,14.43,36.0,6.02,1009.17,si,Normal,12.08
0.68,11.11,119.0,14.91,1013.19,si,Normal,17.08
0.68,12.94,19.0,14.96,1021.81,si,Normal,11.91
0.87,11.04,149.0,5.88,1008.78,si,Normal,9.95
0.62,11.38,39.0,16.1,1017.94,si,Normal,18.69
0.83,6.15,60.0,16.1,1014.51,si,Warm,23.31
0.94,13.56,139.0,14.88,1021.51,si,Normal,9.91
0.79,3.3,337.0,11.69,1030.49,si,Normal,5.36
0.88,22.54,310.0,4.03,1009.2,no,Cold,-1.11
0.54,3.09,246.0,11.21,1014.68,si,Warm,23.86
0.93,15.7,300.0,9.76,1021.38,si,Normal,7.15
0.93,6.65,291.0,11.85,1015.85,si,Normal,13.73
0.96,3.36,319.0,7.97,1021.43,si,Normal,5.53
0.54,16.05,349.0,11.27,1008.11,si,Warm,24.84
0.92,4.6,340.0,4.12,1038.21,no,Cold,-5.14
0.7,27.71,79.0,6.3,1012.55,si,Warm,21.85
0.7,13.64,333.0,15.83,1012.13,si,Cold,3.31
0.93,2.03,349.0,3.8,1034.48,si,Normal,7.04
0.58,6.13,31.0,15.83,1009.59,si,Warm,21.78
0.83,11.13,278.0,9.98,1017.97,si,Normal,13.87
0.78,16.58,180.0,10.9,999.55,si,Warm,21.83
0.82,12.28,230.0,16.1,1011.88,si,Cold,3.92
0.44,10.32,118.0,10.35,1008.09,si,Warm,27.04
0.52,3.51,277.0,10.26,1020.19,si,Warm,18.98
0.9,2.95,5.0,9.8,1015.58,si,Normal,13.5
0.87,0.14,320.0,9.98,1009.33,si,Warm,21.07
0.86,28.43,9.0,10.56,1015.69,no,Cold,-2.78
0.79,10.84,199.0,9.68,1022.97,si,Normal,7.29
0.81,9.47,190.0,8.74,1026.11,no,Cold,-1.17
0.99,3.46,310.0,2.74,1020.01,si,Normal,16.67
0.86,11.08,20.0,9.98,1011.69,si,Warm,21.18
0.57,22.17,319.0,10.35,1007.89,si,Warm,21.04
0.86,4.72,227.0,6.25,1042.37,no,Cold,-5.13
0.92,11.27,250.0,1.93,1020.3,si,Cold,1.11
0.36,10.85,163.0,16.1,1015.26,si,Warm,23.96
0.77,10.82,150.0,16.1,1014.96,si,Normal,8.27
0.6,14.26,140.0,9.98,1018.61,no,Cold,-2.17
1.0,6.44,280.0,3.06,1026.6,si,Normal,6.67
1.0,3.06,55.0,0.45,1013.53,si,Normal,6.21
0.96,0.66,290.0,3.14,1020.4,si,Cold,2.74
0.87,13.15,355.0,6.71,1016.69,si,Normal,5.24
0.63,12.41,221.0,11.45,1009.18,si,Warm,22.59
0.45,7.76,219.0,9.98,1013.67,si,Warm,30.18
0.86,3.98,302.0,6.84,1014.9,si,Normal,11.14
0.91,5.59,125.0,9.98,1008.63,si,Warm,18.89
0.93,5.92,199.0,10.26,1001.69,si,Normal,14.38
0.46,4.64,245.0,9.98,1006.29,si,Warm,28.82
0.84,4.81,300.0,6.02,1020.67,no,Cold,-3.93
0.37,15.97,179.0,9.98,1010.11,si,Warm,30.07
0.89,19.88,220.0,4.52,1011.8,si,Normal,7.72
0.76,3.91,209.0,0.0,1019.23,si,Normal,9.17
0.87,3.22,30.0,1.77,1037.5,no,Cold,-12.22
0.25,16.71,288.0,10.37,1021.63,si,Warm,22.05
0.91,6.89,140.0,1.95,1028.92,si,Cold,2.62
0.65,3.22,170.0,16.1,1013.78,si,Normal,14.26
0.8,5.04,99.0,15.83,1014.84,si,Warm,21.1
0.92,7.76,199.0,6.3,1016.45,si,Cold,0.09
0.85,20.93,250.0,16.1,1000.7,no,Cold,0.0
0.89,19.32,5.0,10.95,1005.07,si,Normal,8.12
0.53,11.85,170.0,10.35,1018.6,si,Warm,20.93
0.91,8.26,298.0,6.21,1024.4,si,Normal,13.59
0.94,4.97,128.0,7.21,1015.16,si,Normal,17.93
0.53,17.21,359.0,11.27,1015.03,si,Warm,22.71
0.93,3.22,240.0,16.1,1011.0,si,Normal,11.11
0.54,13.68,69.0,15.83,1017.5,si,Warm,22.83
0.44,5.09,312.0,16.1,1015.63,si,Warm,27.2
0.57,4.03,119.0,15.55,1017.5,si,Warm,27.62
0.88,6.18,184.0,14.17,1019.68,si,Normal,7.66
0.93,10.95,230.0,14.81,1011.03,si,Normal,9.42
0.94,24.94,320.0,11.13,1008.58,no,Cold,-2.18
0.63,14.15,181.0,16.1,1004.15,si,Normal,15.42
0.96,3.4,156.0,3.98,1018.07,si,Normal,7.85
0.92,11.13,242.0,15.87,1018.68,si,Normal,11.16
0.9,10.64,153.0,4.99,1019.54,si,Cold,1.78
0.57,11.22,50.0,10.26,1014.54,si,Warm,20.01
0.45,25.74,170.0,9.98,1021.13,si,Warm,25.89
0.8,19.64,329.0,10.26,1016.57,si,Normal,12.23
0.92,14.12,49.0,3.36,1025.19,no,Cold,-1.07
0.93,6.39,192.0,10.21,1016.07,si,Normal,13.99
0.66,13.2,216.0,11.45,992.02,si,Normal,12.19
0.62,20.22,349.0,16.1,1022.4,si,Normal,14.81
0.9,11.16,332.0,15.83,1014.24,si,Warm,19.28
0.79,10.66,30.0,14.96,1039.01,no,Cold,-3.33
0.87,11.35,311.0,9.98,1013.69,si,Normal,17.22
0.55,13.17,22.0,16.1,1010.47,si,Warm,26.93
0.92,4.81,339.0,6.07,1019.34,si,Cold,1.13
0.48,14.99,306.0,11.45,1015.18,si,Warm,31.17
0.31,14.01,223.0,16.1,1012.68,si,Warm,22.8
0.68,22.54,40.0,9.98,1020.5,si,Normal,7.78
0.79,5.22,335.0,14.41,1010.61,si,Normal,17.41
0.95,3.03,193.0,15.83,1022.1,no,Cold,-4.01
1.0,8.05,170.0,0.32,1020.4,si,Normal,7.78
0.76,20.96,152.0,11.4,1009.38,si,Normal,4.88
0.59,6.05,27.0,15.18,1014.73,si,Normal,15.54
0.87,11.01,271.0,15.83,1014.26,no,Cold,-3.87
0.86,17.28,319.0,15.83,1007.63,si,Normal,9.37
0.86,10.43,19.0,7.13,1010.96,si,Normal,12.22
0.74,15.34,131.0,9.98,1012.68,si,Normal,12.2
0.71,25.7,320.0,11.27,1003.93,si,Normal,11.07
0.89,24.78,127.0,11.03,1007.88,si,Normal,14.86
0.88,3.35,119.0,8.05,1011.79,si,Normal,15.16
0.35,10.01,99.0,11.27,1005.37,si,Warm,30.01
0.88,8.9,180.0,2.8,1018.51,si,Normal,6.14
0.93,27.37,330.0,11.27,1003.1,si,Normal,10.0
0.94,4.03,191.0,0.16,1016.49,si,Cold,1.13
0.87,4.04,183.0,3.9,1036.26,no,Cold,-12.21
1.0,8.13,106.0,3.88,1018.52,si,Cold,3.77
0.92,29.16,10.0,1.79,1011.72,no,Cold,-2.8
0.89,4.94,326.0,16.1,1019.2,si,Normal,17.76
0.5,11.08,119.0,9.98,1012.03,si,Warm,26.27
0.96,3.22,270.0,4.99,1007.2,si,Normal,14.44
0.77,8.05,250.0,11.27,997.9,si,Normal,12.78
0.87,3.08,80.0,15.83,1016.34,si,Warm,21.62
0.73,6.91,288.0,11.03,1010.35,si,Warm,19.06
0.46,6.73,1.0,10.35,1023.24,si,Normal,16.23
0.69,8.05,60.0,9.98,1019.9,si,Normal,12.78
0.45,17.08,349.0,9.98,1015.95,si,Warm,27.85
0.63,24.02,150.0,14.91,1019.43,si,Normal,14.86
0.88,12.32,319.0,8.0,1022.11,no,Cold,-2.25
0.9,7.81,223.0,5.28,1003.67,si,Normal,13.9
0.36,8.63,57.0,10.37,1019.89,si,Normal,4.97
0.43,1.69,16.0,16.1,1019.83,si,Warm,24.93
0.62,9.63,346.0,11.27,1015.43,si,Warm,28.03
0.92,4.88,23.0,0.93,1037.44,no,Cold,-4.83
0.83,10.69,349.0,16.1,1012.28,si,Normal,13.26
0.61,7.87,22.0,11.21,1017.62,si,Warm,20.09
0.87,8.26,128.0,4.3,1019.63,si,Normal,11.12
0.57,10.34,29.0,10.37,1028.65,no,Cold,-7.19
0.73,3.22,160.0,15.13,1016.6,si,Normal,7.78
0.56,8.69,22.0,9.98,1024.29,si,Normal,16.09
0.51,14.33,318.0,16.1,1018.2,si,Warm,22.8
0.86,34.13,340.0,6.3,1009.56,si,Normal,8.27
0.94,4.83,103.0,10.84,1008.79,si,Normal,16.96
0.74,7.63,211.0,11.27,1006.43,si,Warm,20.93
0.9,7.94,336.0,11.21,1018.01,si,Normal,13.96
0.8,11.14,302.0,15.83,1021.63,si,Normal,8.44
0.87,3.22,70.0,16.1,1019.12,si,Normal,17.15
0.81,3.53,34.0,9.9,1033.93,no,Cold,-3.29
0.71,17.15,151.0,15.18,1015.53,si,Normal,10.04
1.0,9.6,161.0,0.79,1031.78,si,Cold,1.16
0.82,3.22,340.0,11.27,1005.6,si,Cold,3.89
0.43,17.31,282.0,10.05,1015.04,si,Warm,28.82
0.37,12.8,343.0,15.83,1007.35,si,Normal,9.93
1.0,11.19,0.0,1.88,1011.0,no,Cold,-1.18
0.58,9.24,196.0,9.98,1027.92,si,Cold,2.39
0.89,16.62,340.0,6.07,1011.27,si,Cold,4.38
0.51,3.14,15.0,16.1,1012.96,si,Warm,24.84
0.24,20.72,237.0,15.55,1011.78,si,Warm,25.97
0.91,8.45,308.0,9.98,1025.04,si,Cold,2.29
0.79,2.74,166.0,14.96,1020.75,si,Warm,22.26
0.51,7.55,258.0,11.4,1018.91,si,Warm,26.34
0.75,20.17,300.0,15.83,1018.57,si,Normal,9.33
0.51,15.81,149.0,15.87,1000.69,si,Warm,27.34
0.42,2.53,73.0,9.98,1011.46,si,Warm,30.9
0.66,27.76,299.0,10.03,1019.21,si,Normal,12.08
0.9,7.99,129.0,6.84,1022.41,si,Normal,7.63
1.0,10.69,348.0,0.55,1034.74,si,Cold,2.83
0.39,9.93,57.0,16.1,1021.12,si,Warm,25.07
0.73,14.02,303.0,15.18,1008.53,si,Normal,8.27
0.54,4.3,12.0,15.31,1006.37,si,Warm,23.59
0.53,8.05,140.0,11.27,1017.4,si,Warm,27.78
0.87,9.74,270.0,14.8,1022.79,si,Normal,8.99
0.83,8.03,91.0,11.8,1029.0,si,Cold,2.69
0.85,7.87,58.0,9.98,999.77,si,Warm,18.82
0.93,6.58,37.0,14.81,1018.85,si,Normal,10.63
0.94,9.77,191.0,9.79,1020.39,no,Cold,-0.38
0.76,29.61,148.0,14.68,1004.83,si,Normal,8.93
0.57,22.91,180.0,10.05,1030.61,si,Normal,14.89
0.62,4.2,56.0,10.37,1017.27,si,Cold,2.26
0.34,11.17,344.0,10.35,1014.86,si,Warm,27.13
0.84,7.89,30.0,9.68,1016.54,si,Warm,22.64
0.93,6.55,286.0,1.82,1040.22,no,Cold,-4.81
0.93,3.2,19.0,15.13,1018.24,si,Normal,16.07
0.54,7.78,202.0,11.27,1012.58,si,Warm,19.79
0.74,7.97,189.0,9.98,1012.47,si,Warm,22.07
0.78,9.45,275.0,11.27,1006.28,si,Normal,13.8
0.9,3.36,260.0,9.98,0.0,si,Normal,12.83
0.34,8.18,93.0,9.98,1013.48,si,Warm,32.89
0.71,4.83,250.0,9.98,1006.0,si,Normal,11.11
0.78,14.28,249.0,6.3,1009.96,si,Normal,6.74
0.93,7.79,209.0,11.04,1004.72,si,Normal,13.91
0.67,19.92,330.0,9.98,1011.07,si,Warm,19.98
0.43,11.01,175.0,10.35,1018.48,si,Normal,17.81
0.45,11.9,269.0,10.35,1017.05,si,Warm,22.31
0.79,10.88,342.0,11.27,1027.88,no,Cold,-3.89
0.52,16.36,340.0,11.45,1022.12,si,Warm,18.96
0.74,22.02,31.0,10.26,1015.3,si,Normal,12.02
0.76,10.77,152.0,15.83,1009.2,si,Normal,13.9
0.87,0.35,308.0,9.98,1016.2,si,Normal,15.98
0.87,7.99,239.0,15.83,1007.29,si,Normal,15.61
0.64,16.62,273.0,10.26,1006.71,si,Cold,4.01
0.89,9.95,104.0,4.6,1027.03,si,Cold,3.88
0.43,23.3,130.0,10.05,1008.47,si,Warm,30.0
0.81,8.86,22.0,11.08,1009.66,si,Warm,23.46
0.87,7.52,273.0,2.72,1016.8,si,Cold,1.12
0.78,1.61,180.0,8.05,1019.3,si,Normal,15.0
0.89,11.21,80.0,9.64,1024.14,no,Cold,-2.37
0.69,13.07,232.0,11.45,1021.22,si,Cold,0.09
0.64,14.28,311.0,9.98,1016.71,si,Warm,22.13
0.93,3.22,140.0,14.81,1015.41,si,Normal,12.71
0.5,12.88,160.0,9.98,1009.0,si,Warm,25.0
0.89,9.4,300.0,10.27,1003.9,si,Warm,19.17
0.83,4.96,245.0,9.98,1018.69,si,Normal,9.97
0.96,3.22,110.0,3.06,994.6,si,Cold,1.11
0.93,9.48,309.0,9.98,1013.93,si,Warm,21.04
0.46,11.03,158.0,11.4,1007.7,si,Warm,27.91
0.99,13.41,294.0,5.14,999.74,si,Normal,11.93
0.93,6.68,234.0,14.17,1014.46,si,Normal,14.56
0.83,2.59,34.0,10.35,1015.42,si,Warm,19.98
0.96,6.28,80.0,0.32,1027.75,no,Cold,-0.69
0.35,11.21,309.0,16.1,1014.82,si,Warm,22.11
0.7,13.23,49.0,15.01,1019.34,si,Cold,1.07
0.79,18.19,292.0,14.83,1013.83,si,Warm,20.24
0.71,23.55,219.0,11.27,996.41,si,Normal,10.05
0.53,16.97,310.0,16.1,1025.2,si,Normal,5.41
0.82,6.39,253.0,14.17,1020.81,si,Normal,9.51
0.82,24.38,30.0,9.98,1014.28,si,Normal,5.05
0.29,12.88,270.0,9.98,1021.4,si,Warm,23.89
0.71,5.75,176.0,15.55,1004.35,si,Normal,15.56
0.99,7.73,11.0,0.37,1018.76,no,Cold,-7.59
0.76,7.82,184.0,9.98,1016.77,si,Normal,12.83
0.55,1.35,10.0,11.27,1009.8,si,Warm,27.34
0.96,9.69,312.0,7.99,1010.22,no,Cold,-2.17
0.91,10.37,327.0,15.18,1012.42,si,Normal,16.79
0.64,28.38,310.0,11.21,1018.55,si,Cold,1.09
0.92,8.89,169.0,4.31,1022.16,no,Cold,-4.08
0.96,3.17,152.0,3.96,1033.01,no,Cold,-1.57
0.89,13.06,279.0,10.98,1007.36,si,Cold,2.71
0.96,6.44,180.0,3.06,999.0,si,Normal,7.78
0.93,10.67,151.0,3.01,1021.34,no,Cold,-10.16
0.66,11.13,67.0,10.58,1013.67,si,Normal,17.49
0.93,15.68,222.0,10.98,1005.87,si,Normal,6.94
0.69,4.49,14.0,9.98,1035.64,si,Cold,0.05
0.0,3.22,190.0,0.8,1035.0,no,Cold,-17.78
0.87,3.36,233.0,14.96,1013.6,si,Normal,14.4
0.85,7.41,211.0,6.02,1039.73,no,Cold,-2.81
0.89,7.26,284.0,2.58,1040.95,si,Cold,2.25
0.85,3.08,200.0,2.85,1037.46,no,Cold,-5.05
0.75,10.74,340.0,11.27,1019.82,si,Cold,0.05
0.86,0.0,0.0,15.83,1028.12,si,Cold,3.89
0.35,19.0,317.0,10.35,1021.13,si,Warm,22.22
0.64,13.64,169.0,15.83,1011.89,si,Normal,17.15
0.69,13.15,171.0,15.55,1018.18,si,Normal,11.52
0.92,9.11,171.0,11.32,1019.32,si,Cold,3.42
0.73,22.3,282.0,11.45,1013.13,si,Normal,16.93
0.85,9.89,343.0,10.27,1018.04,si,Normal,12.64
0.98,1.92,221.0,0.92,1012.23,no,Cold,-0.39
0.82,20.61,151.0,11.03,1012.08,si,Normal,15.49
0.73,3.19,3.0,9.98,1024.49,si,Normal,12.22
0.46,15.6,161.0,10.26,1018.37,si,Warm,21.13
0.79,0.52,270.0,8.13,0.0,no,Cold,-9.82
0.92,3.22,240.0,0.16,1034.4,no,Cold,-6.11
0.56,3.06,226.0,9.98,1024.04,si,Normal,16.02
1.0,5.02,161.0,0.34,1028.86,si,Normal,11.29
0.83,0.0,0.0,16.1,1014.41,si,Normal,17.39
0.82,8.05,160.0,9.98,1009.87,si,Warm,21.98
0.7,10.11,304.0,14.96,1016.24,si,Warm,20.74
0.95,3.22,320.0,14.96,1010.15,si,Normal,13.24
0.96,12.4,28.0,10.42,1019.75,si,Cold,2.81
0.92,0.0,0.0,6.3,1026.89,si,Cold,1.04
0.58,20.77,33.0,11.08,1013.29,no,Cold,-0.09
0.92,3.08,230.0,4.03,0.0,si,Cold,3.89
0.71,8.98,197.0,5.22,1028.3,si,Normal,17.38
0.72,7.95,238.0,10.05,1017.99,si,Warm,21.26
0.48,27.82,150.0,15.83,1009.34,si,Warm,23.18
0.66,3.01,273.0,14.88,1027.47,si,Cold,2.18
0.93,3.14,57.0,7.13,1011.38,si,Normal,10.46
